Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D1 - CSV - Sexo feminino de 9 a 11 anos de idade 
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;TOT-POP-09-11;TOT-DOS-09-11;TOT-COB-09-11
MA;URS DE ZE DOCA;210637 - MARANHAOZINHO;155;103;66,45;164;82;50,00;173;52;30,06;492;237;48,17;
MA;URS DE ZE DOCA;210260 - CANDIDO MENDES;211;283;134,12;212;208;98,11;214;259;121,03;637;750;117,74;
MA;URS DE ZE DOCA;210620 - LUIS DOMINGUES;70;47;67,14;71;48;67,61;73;16;21,92;214;111;51,87;
MA;URS DE ZE DOCA;210430 - GODOFREDO VIANA;122;58;47,54;126;78;61,90;131;69;52,67;379;205;54,09;
MA;URS DE ZE DOCA;210055 - AMAPA DO MARANHAO;86;93;108,14;85;57;67,06;83;56;67,47;254;206;81,10;
MA;URS DE ZE DOCA;210565 - JUNCO DO MARANHAO;49;49;100,00;50;47;94,00;50;53;106,00;149;149;100,00;
MA;URS DE ZE DOCA;210923 - PRESIDENTE MEDICI;75;58;77,33;75;57;76,00;75;62;82,67;225;177;78,67;
MA;URS DE ZE DOCA;210197 - BOA VISTA DO GURUPI;117;176;150,43;115;147;127,83;113;169;149,56;345;492;142,61;
MA;URS DE ZE DOCA;210315 - CENTRO DO GUILHERME;143;135;94,41;142;79;55,63;141;91;64,54;426;305;71,60;
MA;URS DE ZE DOCA;211003 - SANTA LUZIA DO PARUA;251;120;47,81;256;79;30,86;263;53;20,15;770;252;32,73;
MA;URS DE ZE DOCA;210317 - CENTRO NOVO DO MARANHAO;260;85;32,69;258;68;26,36;258;38;14,73;776;191;24,61;
MA;URS DE ZE DOCA;210465 - GOVERNADOR NEWTON BELLO;126;159;126,19;127;109;85,83;129;55;42,64;382;323;84,55;
MA;URS DE ZE DOCA;210467 - GOVERNADOR NUNES FREIRE;319;306;95,92;325;235;72,31;331;150;45,32;975;691;70,87;
MA;URS DE ZE DOCA;210735 - NOVA OLINDA DO MARANHAO;221;159;71,95;218;156;71,56;214;126;58,88;653;441;67,53;
MA;URS DE ZE DOCA;;3447;3020;87,61;3504;2496;71,23;3574;1898;53,11;10525;7414;70,44;
MA;USR DE PINDARE;210690 - MONCAO;395;203;51,39;395;157;39,75;393;90;22,90;1183;450;38,04;
MA;USR DE PINDARE;210870 - PIO XII;240;219;91,25;248;154;62,10;257;139;54,09;745;512;68,72;
MA;USR DE PINDARE;211172 - SATUBINHA;170;92;54,12;168;58;34,52;165;33;20,00;503;183;36,38;
MA;USR DE PINDARE;210200 - BOM JARDIM;465;197;42,37;476;204;42,86;488;124;25,41;1429;525;36,74;
MA;USR DE PINDARE;210990 - SANTA INES;822;732;89,05;846;652;77,07;874;398;45,54;2542;1782;70,10;
MA;USR DE PINDARE;211227 - TUFILANDIA;75;92;122,67;75;83;110,67;75;38;50,67;225;213;94,67;
